政治経済学部,41
法学部,43
商学部,42
社会科学部,48
文学部/文化構想学部,40
教育学部,47
国際教養学部,589
グローバル,799
基幹理工学部,46
創造理工学部,44
先進理工学部,45
人間科学部,994
スポーツ科学部,1060
