神単,53
楽単,54
普単,55
エグ単,56
鬼単,57
課題有,58
課題無,59
試験有,60
試験無,61
持込・参照可,62
持込・参照不可,63
出欠有,68
出欠無,69
タメになる,65
おもしろ,64
わかりやすい,257
